scorer,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200
bodyparts,Nose,Nose,Nose,Head,Head,Head,MainBody,MainBody,MainBody,Butt,Butt,Butt,TailTip,TailTip,TailTip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2077,476.46356,563.90485,0.67795455,476.88635,583.82043,0.58830374,481.13086,605.9608,0.48921576,496.09094,577.0813,0.5012811,577.46716,554.0784,0.93524593
2078,476.48846,563.90485,0.69618595,477.3682,584.12775,0.60516167,481.4861,605.9608,0.52095234,496.37967,576.6503,0.50813097,577.30115,554.20654,0.94191664
2079,477.3143,564.11975,0.74697155,477.37262,584.12775,0.6736122,483.11963,604.4436,0.44534537,497.90714,571.5876,0.5978949,577.30115,555.61444,0.936089
2080,477.4034,564.1859,0.65345436,481.31067,584.1606,0.47946763,491.97733,590.94604,0.34196445,506.56302,564.69226,0.68408877,577.5378,555.61444,0.9176999
2081,477.4034,564.1859,0.64132583,481.93567,582.61163,0.5034349,495.86298,581.01385,0.66692257,517.1398,558.90076,0.8429197,580.6278,555.61444,1.0
2082,477.3143,583.024,0.45560324,486.3883,582.61163,0.55470526,498.18286,575.3046,0.8842086,521.6019,555.93146,0.7741426,588.51025,549.8768,1.0
2083,471.4356,583.024,0.74710566,488.7656,575.6874,0.79395777,503.15906,568.5367,0.9095382,530.3952,555.2161,0.7957273,599.5401,549.5957,0.9221417
2084,471.4356,583.024,0.8309417,490.2925,573.13367,0.854151,508.34647,564.97766,0.97876257,538.0537,555.2161,0.879641,604.8414,547.02374,0.9279795
2085,471.4356,573.6921,0.837822,490.8575,568.88837,0.9169344,512.88367,563.7579,0.86957777,542.77026,555.2161,0.8355421,607.1097,546.62616,0.924919
2086,475.08203,572.49225,0.93900526,491.877,566.52246,0.88633716,516.92017,563.1953,0.92353016,548.9607,555.44604,0.85280293,621.1983,545.8861,0.97230005
2087,478.4863,571.49854,0.8714514,495.95505,566.3852,0.8801486,519.0527,563.0064,0.9272155,553.3638,555.9452,0.83439463,624.3548,545.6393,0.9446815
2088,478.9902,571.49854,0.89320725,497.40973,566.3852,0.8464122,520.94666,562.1502,1.0,555.14984,555.9452,0.86225015,625.8203,545.80725,0.92632276
2089,479.47974,572.49225,0.887512,497.42307,566.3852,0.85030276,521.0476,562.1502,0.98166037,555.2616,555.9452,0.8444454,627.32404,545.8861,0.9182768
2090,483.709,579.3442,0.8879598,500.73526,568.6705,0.8859395,522.08093,559.802,0.8996656,555.2616,554.71814,0.88164985,628.4529,545.8861,0.94136506
2091,495.39395,586.021,0.9242077,503.83026,568.79156,0.8070257,522.2051,554.3623,0.8170272,555.2616,547.9024,0.9563531,629.2044,546.9112,0.9408942
2092,502.18417,590.41064,0.9413411,505.96436,570.0828,0.83815116,522.5158,552.2799,0.8190232,554.33887,542.6038,0.91646916,629.2044,546.9527,0.92429376
2093,513.11597,595.3414,0.8482812,511.12817,572.68616,0.74094003,523.0108,552.2799,0.87918097,554.0958,538.54016,0.8757194,629.2044,546.9527,0.93538994
2094,520.95166,597.596,0.9155141,517.0271,578.5159,0.79530424,523.7399,552.2799,0.8407755,553.563,535.9518,0.82909137,628.804,546.9527,0.9548719
2095,533.6514,600.1817,0.9183355,525.77576,581.9588,0.74949735,524.1074,552.43195,0.7714101,550.0646,534.8532,0.7919573,627.9457,544.21655,0.9089893
2096,544.15247,600.1817,0.8402249,531.96814,582.94574,0.76548547,524.6661,555.6586,0.7496882,547.4277,534.8532,0.6630477,622.876,531.1033,0.9141513
2097,553.92175,600.1817,0.9036787,539.7545,584.7697,0.75847876,525.6423,558.2083,0.73124236,538.68866,534.8532,0.33849353,616.1437,519.8938,0.9036091
2098,565.15485,599.1308,0.8863736,548.33075,584.9199,0.8267553,528.194,562.89215,0.8384791,523.63574,535.7668,0.53848904,577.934,495.5646,0.62859416
2099,571.7487,596.0683,0.94204557,557.78076,584.9199,0.736756,531.80334,567.91406,0.73025525,518.15436,546.50073,0.35963994,557.2091,483.79984,0.92658377
2100,582.967,591.05896,0.96865535,566.2841,584.9199,0.8120974,533.8279,570.0946,0.7016648,517.6844,550.4454,0.5960288,538.93115,483.79984,0.9276838
2101,592.5496,587.35754,0.9473318,576.63446,581.40515,0.737872,539.7641,571.6973,0.7260949,517.6844,557.00555,0.62535286,532.51654,483.79984,1.0
2102,602.929,585.65326,0.83841187,587.7334,579.433,0.7071086,543.9567,572.084,0.68438,517.6844,565.9684,0.59012467,526.38513,490.52472,0.99295384
2103,616.7554,585.65326,0.8700586,600.22955,579.433,0.7210223,556.19037,574.6365,0.6880934,526.0519,570.24414,0.5615462,510.34134,499.43112,0.97755545
2104,628.8551,585.60144,0.93227595,613.4676,579.433,0.73835033,574.26794,577.0452,0.7863174,535.42206,577.261,0.46489343,502.23337,509.72763,1.0
2105,641.1259,585.60144,0.9685081,625.8748,580.00006,0.7573012,579.30927,577.1553,0.7595009,545.22534,578.0763,0.7916724,502.23337,522.1293,1.0
2106,650.02515,585.60144,0.9176899,636.0271,580.00006,0.7449255,593.1334,577.1553,0.7720342,555.151,578.0763,0.8209902,502.23337,529.5886,0.9246231
2107,664.2479,584.36395,0.8849356,650.47925,580.00006,0.74589616,606.92316,577.1553,0.793447,569.1391,578.0763,0.74534017,504.56705,532.6578,0.90406954
2108,678.80994,579.4829,0.74418575,662.41785,577.16284,0.650809,625.8509,575.3651,0.59675825,583.19196,578.0763,0.7974955,517.26794,533.7373,0.9147987
2109,692.34283,575.8285,0.9118643,676.0761,573.2848,0.78179276,641.48004,574.3104,0.7661109,597.12146,578.0763,0.6402832,526.4789,539.79553,0.8565695
2110,706.9834,572.6946,0.9240196,690.29865,571.27686,0.79689264,655.6121,573.2622,0.6983452,613.1684,578.93854,0.7848189,536.5475,549.8052,0.8554139
2111,717.8352,571.5784,0.828606,703.708,570.3645,0.7551785,666.84467,573.25757,0.7046333,625.61755,579.9042,0.794477,549.81525,562.9597,0.75964123
2112,731.6688,571.5784,0.8115723,718.77,570.0741,0.67642397,682.0053,573.25757,0.7310969,639.1244,580.75354,0.780447,558.89417,566.9194,0.79731756
2113,745.8173,571.279,0.8459273,731.217,570.0741,0.7099288,693.5504,573.25757,0.686449,651.33575,581.9403,0.81357014,567.2813,572.0562,0.84170705
2114,756.3275,571.5784,0.9104718,740.8503,570.0741,0.7686784,706.2719,572.64874,0.789557,662.52454,581.9403,0.63330466,578.4963,580.7489,0.93200386
2115,771.47815,571.61676,0.8808486,754.7454,570.1209,0.75673586,719.65796,572.64874,0.68408835,676.5043,581.9403,0.80544424,592.9268,586.36835,0.8340658
2116,781.8603,571.8578,0.8522735,767.6572,570.19336,0.7744699,732.8711,573.0571,0.7073406,689.846,579.8464,0.7968478,603.2891,586.36835,0.47395873
2117,796.5445,577.5558,0.7537704,782.99036,573.4126,0.7171512,745.91797,573.0571,0.7221727,703.83966,578.8753,0.6829312,648.0368,586.36835,0.75236297
2118,810.49536,582.9016,0.8788282,795.0958,577.79156,0.67721653,757.78827,573.0571,0.6709105,716.41425,576.37494,0.8282163,649.5948,576.0015,0.5323313
2119,823.1878,590.7638,0.8609775,809.2807,581.49646,0.69751155,775.98285,575.1308,0.789109,730.3465,575.4943,0.70209086,651.1682,572.40967,0.8926597
2120,829.9847,602.70337,0.698508,816.09125,589.3724,0.62854904,781.781,575.83496,0.8652575,739.8948,575.1195,0.7590648,662.91284,568.7286,0.7701451
2121,835.3926,604.1192,0.55928504,819.13806,589.89606,0.5687114,784.73157,575.83496,0.79613984,750.3021,570.4029,0.48408622,670.4354,568.4198,0.61311173
2122,838.1005,605.6808,0.5297286,823.0849,589.89606,0.52983564,787.64453,575.83496,0.78782105,754.6904,563.9365,0.80081457,675.8249,546.75,0.76301587
2123,845.12604,605.6808,0.5972963,831.5686,589.89606,0.57279074,796.4479,573.56854,0.72954404,758.52625,560.4577,0.8582934,675.835,537.64,0.8813453
2124,852.2574,604.1192,0.62430537,836.8236,589.49445,0.6221058,802.40436,573.3838,0.71543854,763.18854,560.4577,0.87056154,682.0509,537.64,0.88965786
2125,860.9194,602.9827,0.7270768,846.8214,588.4213,0.67014325,808.0231,573.3838,0.694485,769.6322,560.4577,0.8532842,686.55896,537.64,0.9010849
2126,868.0707,599.51135,0.7981063,853.65344,587.9893,0.7707908,809.68036,573.3838,0.59236795,773.4257,562.7783,0.91189253,689.0769,541.6006,0.91204154
2127,874.04926,595.29926,0.8148168,856.90216,587.17566,0.75932187,817.30304,576.45514,0.6872769,777.60834,566.6705,0.84928244,694.03186,546.36975,0.97214174
2128,880.675,592.43945,0.790547,866.7556,586.94855,0.7093783,823.52423,577.6086,0.6950506,783.70447,571.52905,0.84466213,700.45465,548.61786,0.9873098
2129,885.40424,589.9487,0.5672752,872.2615,586.7981,0.58544594,825.71216,578.87555,0.6610443,789.8852,573.1008,0.64515126,707.68884,549.3349,0.9704945
2130,885.9331,589.6839,0.49134025,874.2216,586.7981,0.5449016,830.0375,578.87555,0.73043203,795.9112,573.1008,0.7721818,714.25964,549.3349,0.9333484
2131,886.69354,589.1915,0.4340035,874.719,586.7981,0.43281657,835.0017,578.87555,0.7400976,800.593,573.1008,0.8940369,721.5657,549.3349,0.8111912
2132,886.69476,589.1915,0.41677564,876.28986,586.7981,0.39031115,840.4904,578.5363,0.70684147,805.3962,573.37213,0.8230049,726.9483,546.6195,0.90315807
2133,886.69476,589.6839,0.4320784,877.89154,586.7981,0.42852497,843.1541,578.5363,0.6755172,808.55566,573.37213,0.856574,727.22,546.6195,0.8617764
2134,886.7209,590.1242,0.33115846,877.89154,586.81287,0.34186268,844.9321,578.5363,0.699234,811.18567,574.13025,0.8846349,730.745,546.6195,0.9249656
2135,886.7209,590.1242,0.29132807,877.89154,586.62964,0.30272868,848.26996,580.44556,0.69754416,813.56573,577.4354,0.7805605,734.1119,550.3192,0.8814324
2136,886.7209,590.3337,0.2448199,877.66956,586.88116,0.27390686,848.5757,580.812,0.6927841,815.1879,577.7552,0.8077468,738.31525,556.10504,0.9213376
2137,885.8819,590.1242,0.117373206,877.38776,586.62964,0.1475315,848.7197,580.911,0.5958137,816.6319,577.9349,0.8074606,745.79297,557.8905,0.9153155
2138,885.2889,589.53326,0.13871895,877.08875,586.88116,0.16774274,850.98944,581.86566,0.5886906,819.4925,578.8394,0.868381,746.0598,561.0781,0.855411
2139,846.04425,566.6143,0.14215142,876.41064,584.28534,0.14069587,852.37866,583.68994,0.4916089,823.1647,580.45746,0.84382206,746.0618,567.3867,0.7356363
2140,843.9973,566.6143,0.2386673,876.38257,584.28534,0.1587973,855.19403,586.3673,0.4415442,828.14185,582.38855,0.6914924,746.5085,569.6599,0.863156
2141,841.0267,566.6143,0.44372454,850.2662,576.62714,0.23052402,863.34265,586.3673,0.4275796,834.60175,582.43896,0.56017464,748.44745,569.6599,0.8380245
2142,841.0267,566.6143,0.50101376,850.2662,576.62714,0.26016065,866.6494,586.4135,0.3986059,838.3455,584.0356,0.4378205,755.16925,575.423,0.81166023
2143,841.0267,566.6143,0.4472435,850.2662,576.62714,0.24157315,868.91565,587.782,0.37274626,846.6889,584.238,0.4438845,761.0698,575.423,0.83741206
2144,843.24036,566.70795,0.40543497,853.30835,576.8157,0.21656361,872.5514,586.4135,0.4019087,849.02997,584.238,0.4304026,765.8396,577.0565,0.6010827
2145,843.24036,566.70795,0.3191781,853.7879,576.8157,0.20797639,873.0909,586.3678,0.413264,849.4656,584.238,0.53038037,765.8396,577.0565,0.9064027
2146,843.24036,566.87213,0.37019008,853.7879,576.8157,0.1911982,873.0909,586.3678,0.39026654,849.4656,584.0409,0.42515564,765.8396,577.0565,0.89324254
2147,843.2088,566.9218,0.3928648,853.5964,576.7766,0.19895765,872.7954,585.77313,0.4089638,849.08435,584.0409,0.41736254,765.6419,573.54315,0.8951938
2148,842.9787,566.9218,0.3979811,853.30835,576.5661,0.20417042,872.7954,585.6332,0.4242482,849.08435,584.0409,0.42166552,765.0177,573.54315,0.9148854
2149,842.3102,566.9218,0.43268666,852.50146,576.11835,0.24834616,871.2816,584.9653,0.48605773,848.0123,584.27655,0.42687383,765.0177,572.1388,0.83071554
2150,842.3102,566.70605,0.67025405,852.50146,576.11835,0.3737652,869.74884,584.9653,0.57616556,847.54205,584.3184,0.36857474,765.0177,572.1388,0.57109255
2151,841.79016,566.39215,0.46507716,852.50146,576.11835,0.27950534,867.1513,584.84717,0.5389943,837.8701,585.3318,0.6647223,764.4469,575.92,0.052001625
2152,841.3272,565.4467,0.47260544,886.92786,575.83124,0.38580123,866.8454,584.6699,0.7144637,835.14465,589.0463,0.78799886,763.2522,595.1607,0.048489876
2153,841.79016,565.2672,0.49649903,888.02405,574.81506,0.37173057,866.64996,583.8923,0.70307213,835.14465,589.0463,0.7904887,836.653,595.1607,0.14429787
2154,843.3109,565.25104,0.45304367,888.1409,571.0867,0.3640873,866.64996,580.96466,0.71051806,835.14465,589.0463,0.8406165,763.2522,599.3989,0.15009642
2155,844.6932,565.2672,0.37722263,888.27527,562.99493,0.41536573,867.1513,577.6174,0.7127079,835.382,588.79443,0.83816004,763.2522,599.3989,0.036519825
2156,844.6932,565.4467,0.38963497,888.37836,559.38666,0.4869349,868.4186,575.8662,0.75186956,835.7566,588.79443,0.83301,912.26184,590.0256,0.4972043
2157,845.63873,565.5431,0.3687263,890.2458,556.3791,0.5581135,869.76263,573.71234,0.7949167,838.40137,588.79443,0.7501043,938.4725,540.7737,0.060237113
2158,845.7117,565.5431,0.4221736,891.2636,551.8378,0.50525194,871.66437,571.8007,0.75398093,840.52734,588.9075,0.7243716,938.4725,540.7737,0.056468237
2159,845.7117,565.5431,0.4080741,891.2636,547.5729,0.50404435,871.66437,570.487,0.75136817,840.52734,589.23126,0.79209894,938.4725,540.7737,0.12387374
2160,900.2524,528.62964,0.5215744,891.2636,545.16724,0.54469556,871.66437,568.27875,0.76744246,840.52734,589.43823,0.781911,883.7676,539.8567,0.13362204
2161,900.3135,528.62964,0.50233245,890.5068,545.16724,0.5815605,871.5081,568.27875,0.80590796,838.3228,589.87695,0.8050474,780.6,525.5692,0.07398491
2162,900.3135,528.62964,0.498481,890.44824,545.16724,0.5676753,868.9681,568.27875,0.7862385,835.9818,590.03314,0.83780754,780.6,614.07153,0.04136069
2163,900.2524,532.8201,0.5480843,888.59607,548.49176,0.5498819,866.7934,569.3931,0.7553169,831.76624,591.64044,0.84856325,867.7891,614.07153,0.061821103
2164,896.24207,538.7672,0.6000769,882.0272,553.87115,0.5223687,862.6214,571.6694,0.7249461,826.2924,593.9457,0.8764662,868.3137,651.8109,0.044981815
2165,889.4847,543.8197,0.6029447,879.1323,554.7331,0.7689534,857.6683,573.6556,0.82504344,820.1219,596.1703,0.8123515,868.21765,652.53375,0.07107613
2166,880.6396,543.89636,0.86396885,872.87494,554.99054,0.9505902,853.5543,573.6556,0.8439509,817.5403,596.8558,0.8120499,868.21765,652.53375,0.07120852
2167,879.4471,543.89636,0.8074272,872.3212,554.99054,0.97654766,849.45544,573.6556,0.8738345,814.88165,596.88336,0.79530096,867.7891,652.7467,0.050691355
2168,879.4471,543.89636,0.72181064,872.3212,554.7331,0.94898015,849.45544,572.58234,0.87740433,814.44037,597.2372,0.7946513,867.67926,652.9831,0.059514504
2169,879.4471,540.2335,0.8360428,872.3212,551.73047,0.89531904,849.45544,571.0406,0.8513835,814.44037,597.5505,0.8259642,867.6776,652.9831,0.04621012
2170,881.0037,537.7949,0.9061485,873.4625,549.62274,0.95533025,850.7583,570.1969,0.8060666,814.44037,597.5182,0.8133925,867.67114,653.71857,0.044695504
2171,881.0037,535.6381,0.9316803,873.4625,547.6181,0.96194595,851.4854,569.74084,0.79302424,816.1904,597.5505,0.81228507,867.6776,653.71857,0.050538547
2172,881.0037,534.30493,0.91303486,873.4625,546.1351,0.92060405,851.4854,569.11334,0.8203483,817.03345,597.7956,0.78570664,867.6776,653.7499,0.04842568
2173,873.0296,530.67957,0.80491763,867.1049,546.05,0.82963616,851.4854,568.8244,0.8632555,818.3072,598.15,0.7573221,867.6776,653.71857,0.054890275
2174,861.3406,526.16986,0.7908327,860.71326,543.45044,0.91609365,849.8037,567.9991,0.8449765,818.43353,598.15,0.75119233,867.67114,653.2917,0.053017758
2175,850.97394,518.19806,0.8825376,854.7166,537.2341,0.81604904,849.53827,562.11725,0.84034973,820.3754,598.15,0.71731824,823.6616,597.7132,0.082844645
2176,846.4952,508.1789,0.94294053,851.91766,526.514,0.73977023,849.53827,551.29364,0.6598053,827.93097,597.371,0.5973513,769.3993,597.7132,0.02856268
2177,843.82446,494.326,0.94460595,850.08716,511.75204,0.8035316,849.53827,541.3516,0.6769313,832.074,593.4158,0.6981321,769.3993,597.7132,0.29424122
2178,843.74414,482.12692,0.9487215,849.66394,501.34686,0.82767844,849.53827,530.79364,0.71073514,843.0178,581.5848,0.769824,773.06323,597.7132,0.25436416
2179,843.3798,468.5997,0.96800226,849.5761,487.80774,0.80672187,849.38245,515.98956,0.79263735,846.35785,567.1482,0.4375212,773.06323,597.7132,0.39714098
2180,842.23804,457.51904,0.9978411,848.4969,475.77878,0.9209139,849.36926,504.2418,0.7773198,847.65784,552.23126,0.8272539,780.94763,591.8933,0.71592116
2181,842.23804,443.13626,0.94977164,846.5886,461.6154,0.9171824,848.0222,491.74405,0.7371736,847.65784,540.61847,0.8802559,782.83997,590.88165,0.82503164
2182,842.23804,428.7946,0.9387083,846.5886,447.75305,0.8759256,845.74524,480.8947,0.704076,847.65784,528.4561,0.7758529,783.896,584.83856,0.9037073
2183,841.2704,414.86392,0.9676641,845.9287,434.74805,0.92699856,845.56946,466.8097,0.83391696,846.99365,512.82117,0.83121467,793.00836,577.2464,0.924614
2184,841.831,402.72034,1.0,845.5871,422.53653,0.92442626,844.9833,454.19635,0.7889761,846.726,502.00522,0.7604898,806.5758,567.9659,0.916583
2185,842.5408,390.82587,0.98759097,845.9287,410.48428,0.8509829,844.43427,443.1554,0.7217955,846.16455,489.2071,0.73945105,807.04736,559.2531,0.67107636
2186,842.86743,381.50592,0.95444685,846.1279,400.93246,0.9272693,843.82556,433.11862,0.856616,844.4508,477.25583,0.89153373,807.04736,553.29047,0.9943052
2187,843.3732,370.66055,1.0,846.1279,390.39255,0.9618332,843.3498,421.69867,0.83968484,840.4719,467.7136,0.8064874,807.04736,542.3182,0.8628821
2188,848.71027,365.03055,0.87394035,847.4814,384.12228,0.9705633,843.3498,415.24768,0.8706274,838.4205,455.57574,0.8195645,807.04736,537.6855,0.9384456
2189,856.892,357.37167,0.9373478,850.3888,375.3142,0.8592448,843.3498,405.8282,0.89415973,838.4205,444.9549,0.8931968,807.04736,530.0134,1.0
2190,860.03687,353.13724,0.87527406,857.6787,367.75528,0.85093594,844.3419,398.28107,0.82113117,838.0101,437.10803,0.84962213,813.1433,522.3979,0.98281074
2191,863.398,341.13937,0.99677503,860.16895,356.20895,0.8919419,846.7454,388.66345,0.8193091,838.0101,429.26807,0.8498891,813.8789,512.0102,0.8980337
2192,865.5766,332.4798,0.9112117,862.22736,349.54968,0.9448582,849.0368,379.22394,0.83217627,836.7332,422.79416,0.7691989,813.8789,502.10394,0.99429697
2193,866.03955,322.91245,0.9416829,862.6846,338.01678,0.8638369,850.2359,368.17148,0.82393485,836.7332,409.34515,0.8212426,813.8789,490.591,0.9336465
2194,866.4451,310.19485,0.98380494,863.478,326.57404,0.8883273,851.58356,357.72968,0.84751374,836.7332,396.469,0.8142901,811.85895,478.2514,0.85415894
2195,866.98395,298.5913,0.92090946,863.7433,316.49393,0.90373147,851.7386,347.2091,0.8705901,836.8039,384.62842,0.8487667,811.85895,468.6739,1.0
2196,867.70416,287.5357,0.88018364,864.6386,304.41522,0.8916662,853.9002,336.22253,0.8087628,843.2529,376.53644,0.87788635,811.85895,457.87656,0.9586085
2197,869.84326,279.7882,0.93519706,865.65314,297.9396,0.9258843,855.8227,329.2004,0.83649135,843.2529,368.38898,0.8753439,817.3087,444.01068,0.9299167
2198,875.802,274.0873,0.99332607,870.41907,290.19232,0.85429245,856.2534,321.50174,0.80272627,843.2529,359.75443,0.8869142,817.3087,442.19543,0.92667663
2199,877.18396,267.00235,0.87314713,871.6486,285.13614,0.92818177,857.1329,313.03796,0.802483,841.51575,352.01385,0.80584353,817.3087,429.16077,0.9495865
2200,877.18396,258.55945,0.9681122,872.5711,275.3975,0.8994436,857.2963,306.06003,0.80072284,841.51575,341.0449,0.9288701,814.62933,420.38675,0.9242768
2201,877.18396,251.59363,0.92581135,873.8728,269.1974,0.92717594,858.674,298.86383,0.81820667,841.51575,335.9937,0.8778629,814.62933,416.7537,1.0
2202,877.18396,242.34164,1.0,873.9062,259.0177,0.91452616,861.1101,293.21225,0.8347196,847.8519,330.60608,0.8700414,814.62933,409.92902,0.87018794
2203,877.18396,234.83286,0.9503417,873.8728,253.40865,0.897719,861.7432,285.91232,0.76273966,847.8519,323.75305,0.8559431,830.90564,407.56253,0.9029269
2204,876.1757,226.59283,0.94458646,873.8728,244.55049,0.8827889,861.7432,275.34824,0.8145142,847.8519,315.54517,0.8035743,830.90564,402.93494,0.95422757
2205,876.0825,220.30963,0.8152182,873.75854,240.3265,0.87054557,861.7432,268.29898,0.81162375,847.78784,307.5548,0.9155023,831.69574,391.14108,0.8909818
2206,876.0825,215.41913,0.9622568,870.0381,234.7189,1.0,860.51447,263.78967,0.8998076,847.78784,299.30368,0.79147947,832.0622,386.71658,0.9559788
2207,871.80475,212.59789,0.94027174,867.80994,231.19579,0.92745876,860.18854,262.18152,0.91609585,847.78784,297.74716,0.85134375,832.0622,383.29288,0.87562096
2208,865.2491,210.08275,0.89561087,865.5899,228.32549,0.8209716,859.78564,260.39206,0.91479146,848.00476,296.25415,0.8108199,834.4252,381.6972,0.9845387
2209,861.7018,205.1674,0.9663561,863.4647,224.25706,0.8252427,859.39984,257.11362,0.8678436,848.1505,292.96127,0.8278019,836.2748,378.70145,0.9738255
2210,855.5133,201.16551,0.87606263,859.24677,221.03558,0.87051487,859.0079,252.49661,0.8293646,848.81537,288.42157,0.86551017,836.7361,372.92386,0.96201
2211,845.341,197.10492,0.941699,852.01447,217.1689,0.88686943,855.57886,246.82281,0.8169186,849.34314,284.17978,0.83681774,846.0623,367.27197,0.9296109
2212,832.1909,196.8312,0.9313259,841.8721,214.89447,0.8243032,850.42377,243.75816,0.8869992,849.6175,281.01685,0.83378375,849.0516,364.21024,0.9054667
2213,822.668,196.64453,0.972796,832.4588,214.19579,0.8448552,845.45026,242.52245,0.80123156,849.9145,278.69904,0.8383801,850.6103,362.56534,0.98027366
2214,814.5372,194.81104,0.9074708,827.03864,211.21097,0.8008956,842.3433,238.33061,0.82527757,849.9145,274.79434,0.91046005,856.1801,354.88095,0.96769816
2215,808.5435,191.47073,0.8868168,820.0908,206.41164,0.8410016,840.3578,233.30206,0.75946605,849.9145,268.2919,0.9358637,857.8246,353.2231,0.89716053
2216,800.5356,190.13625,0.8730513,814.18225,204.27338,0.846054,833.90344,227.5206,0.85746944,848.2818,261.68427,0.8481113,860.8285,343.23553,0.90005034
2217,791.7009,189.82816,0.9248803,805.04877,203.37825,0.8759695,826.21375,226.62654,0.8711183,845.3327,257.75632,0.79078937,869.5706,335.87582,0.79666317
2218,784.91876,189.12169,0.86937743,798.239,202.5377,0.8798763,820.73267,222.96457,0.8756451,845.0821,253.96762,0.8584279,869.5706,326.41138,0.8165488
2219,775.571,189.11313,0.93516815,789.84106,200.70294,0.84237254,815.9056,220.1857,0.89108694,841.55884,249.26053,0.9429275,869.5706,323.09836,0.8899284
2220,769.71655,189.12169,0.9056761,784.45575,200.70294,0.85721785,809.77325,219.27776,0.8667349,837.1899,245.37741,0.944836,868.9867,318.40118,0.95180744
2221,761.0097,189.12169,0.97099507,778.4587,200.70294,0.8742313,805.17645,219.27776,0.8239749,832.7226,245.33348,0.9022837,867.8627,314.27985,0.9792811
2222,753.75165,196.63081,0.9327869,771.7688,204.96205,0.9592681,799.79956,219.27776,0.8995801,828.1138,244.60536,0.91748995,865.7698,312.1987,0.8897745
2223,743.66534,207.03075,0.87723434,766.05304,212.30005,0.92868286,796.08093,222.38326,0.87549716,825.83435,242.91743,0.87962955,863.7911,310.02542,0.89461637
2224,741.77814,218.19548,0.9808445,762.356,219.95706,0.9281668,793.0487,223.31421,0.9120247,825.4991,239.06467,0.97396034,863.7911,306.87033,0.9029281
2225,734.4599,226.34166,0.8865402,756.31555,225.86513,0.8833117,788.0269,223.34065,0.85596097,824.59625,232.53693,0.93786347,863.7911,298.53064,0.94067657
2226,727.7059,230.83629,0.89860904,748.8665,230.6031,0.9481021,779.01965,226.51872,0.9113144,817.9111,230.02458,0.94632804,867.178,284.33856,0.92517436
2227,719.8714,236.26703,0.9518382,740.2218,233.93378,0.91408956,771.4111,229.12233,0.85714775,811.5678,230.02458,1.0,867.178,278.0069,0.915713
2228,712.28705,237.32022,0.9300943,732.5128,236.41472,0.8718913,764.72473,232.21768,0.9616698,804.23785,230.02458,0.9368069,867.178,270.47433,0.7935625
2229,708.03235,245.56238,1.0,728.7241,240.39207,0.8970106,760.4478,236.87517,0.92372185,796.8328,232.82002,0.8894728,866.49194,270.47433,0.9165147
2230,703.3884,258.20715,0.917582,724.1608,247.17809,0.88796514,752.50256,239.68272,0.9244313,790.8968,234.35742,0.8704568,862.7719,270.06802,0.87580657
2231,700.3611,268.36682,1.0,719.4296,255.1179,0.86968726,745.4424,241.71078,0.9303407,784.33954,234.90862,0.8240543,858.6299,268.69025,0.844534
2232,696.0549,277.87448,0.9771697,715.79663,263.22156,0.91219664,739.91254,246.40898,0.8754804,776.9829,235.1012,0.8080539,853.6319,262.915,0.9123389
2233,689.8581,285.36194,1.0,710.963,269.22488,0.81366706,731.1954,252.04604,0.7639985,767.2552,235.88283,0.6838089,846.6206,250.50423,0.8995834
2234,682.10126,295.0579,1.0,700.98364,278.1864,0.8596196,722.84515,258.34375,0.8401663,757.5772,237.03375,0.94577134,838.81525,240.3205,0.86320716
2235,673.7906,300.76147,1.0,693.1948,283.90448,0.89147663,713.9732,265.17395,0.778227,746.4555,243.47963,0.9066892,832.4673,234.83005,0.87412935
2236,662.0101,307.99554,0.9852253,681.0364,293.71887,0.8090367,702.5499,274.1982,0.85637283,736.13074,251.23473,0.73559445,820.27795,230.7661,0.9579274
2237,650.55756,316.0284,0.977903,672.0182,300.31366,0.8748129,693.55804,282.18408,0.7677922,726.8494,258.76373,0.90909415,804.52594,230.7661,0.95910835
2238,642.0444,324.59644,0.97451735,663.1239,311.65863,0.8309312,684.39966,290.6613,0.826687,716.3132,266.3357,0.72277296,796.1221,230.7661,0.9717279
