scorer,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200
bodyparts,Nose,Nose,Nose,Head,Head,Head,MainBody,MainBody,MainBody,Butt,Butt,Butt,TailTip,TailTip,TailTip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
5849,657.30743,253.96431,0.8738904,673.5894,266.03326,0.7817428,700.84436,286.23703,0.93917096,728.80225,312.40802,0.8870265,790.7381,373.0971,0.9867869
5850,652.76794,253.88928,0.9363341,670.48047,265.10638,0.8203766,697.3631,284.73395,0.90698445,723.5453,311.612,0.95308036,786.5626,373.0971,1.0
5851,648.45575,253.88928,0.93494296,665.8823,265.04907,0.8602608,691.4508,284.32297,0.86404884,719.45386,311.20004,0.8280908,779.7366,371.7259,1.0
5852,642.88904,253.8741,0.93578327,659.4945,264.69675,0.84801817,687.7299,283.76532,0.9764921,715.5656,309.17526,0.8845748,778.0806,371.70718,0.99788326
5853,636.42316,253.88928,0.9447874,653.67993,264.63947,0.8972786,681.2629,281.02295,0.8639342,714.65137,308.16965,0.88849735,776.3156,371.70718,0.9525468
5854,633.17883,254.00038,0.9560893,649.4011,264.63947,0.90482134,677.96344,278.96814,0.9394492,713.51886,302.9026,0.97845477,776.3156,366.00616,0.9754288
5855,627.92194,254.00038,0.9806392,644.7991,264.08383,0.934508,672.5125,276.60416,0.9560309,710.7512,298.88068,0.9803856,776.3156,353.9921,0.98970467
5856,625.20624,253.8741,0.9041972,641.2243,263.561,0.9483553,667.8061,274.5713,0.9232787,707.16705,295.79987,0.9176869,773.64667,346.37903,0.97892684
5857,619.8704,253.30603,0.89908105,637.1249,261.61362,0.9781741,664.5206,273.6431,0.9031311,703.33344,295.54266,0.9143941,773.5062,346.37903,0.95546395
5858,615.1709,250.57834,1.0,632.0858,258.45935,0.93469626,659.67084,272.5316,0.8958071,697.2856,295.31888,0.935556,768.1306,345.7014,0.89936084
5859,610.2846,250.13428,0.9745924,626.66705,257.63104,0.9661083,652.0315,270.76678,0.8391573,691.581,294.19324,0.9219867,763.1233,344.40878,0.9939502
5860,600.75073,244.70041,0.9226223,617.99896,254.79756,0.8855323,645.4357,267.37637,0.859817,684.56226,290.30222,0.9899505,757.02496,343.3075,0.9257966
5861,590.47327,240.01315,0.8974899,606.9216,249.21172,0.93390006,635.44934,263.0855,0.9328029,675.5127,285.6615,0.9559271,753.2424,332.92206,0.9139093
5862,581.05493,234.19003,1.0,597.24713,244.27509,0.95483893,624.7359,257.7978,0.8889633,665.37006,277.5236,0.8441085,746.1872,322.95462,0.98369867
5863,570.04803,226.8455,0.98109615,586.6467,238.59113,0.8900225,613.66754,251.80647,0.90312344,653.51794,270.7989,0.8721069,736.2524,310.6431,0.91182816
5864,560.7016,222.4172,0.9232624,576.7025,233.05142,0.8825063,604.9781,247.95792,0.9746007,641.53613,270.5331,0.9085152,726.60693,310.19034,0.9218478
5865,552.1323,217.65121,1.0,569.95514,228.45857,0.8770748,598.71295,244.60167,0.9332423,633.19763,267.9238,0.96822107,703.34235,310.19034,0.955748
5866,543.8248,213.24522,0.9028858,561.8207,224.42377,0.8712245,589.6697,241.40816,0.92324346,625.0718,265.5147,0.8468388,699.97876,309.1478,0.9714982
5867,536.20996,210.32393,0.9732077,553.22986,221.49864,0.87803215,580.4525,236.02667,0.879463,618.1364,260.1626,0.9444127,693.4924,309.1478,0.9423857
5868,529.8334,208.00127,0.96550894,545.39624,217.50925,0.84995013,574.1737,231.44931,0.9256927,613.1029,253.50926,1.0,685.12836,299.7499,1.0
5869,521.5915,207.07776,0.91835994,540.1932,214.958,0.92317146,566.8572,226.99156,0.9473982,606.9204,248.08376,0.8766289,684.6546,285.9464,0.9459242
5870,518.8429,206.32431,0.94322747,535.82324,212.93086,0.92632824,562.6177,225.52872,0.8481885,602.4788,245.55234,0.9718658,684.3288,285.9464,0.9684206
5871,514.7991,204.90929,0.9666514,531.1447,210.89304,0.9655148,557.66595,222.43208,0.80091095,597.4472,245.04846,0.9388304,671.4879,285.9464,0.8523458
5872,510.4098,204.83539,0.8326513,527.6876,210.15268,0.92185605,554.7687,222.3236,0.8150617,595.0704,244.29147,0.9337188,671.0898,290.65878,1.0
5873,510.04282,204.47458,0.81794405,527.33813,210.0507,0.9421723,554.5918,222.28233,0.8045165,593.8573,244.24934,0.8920308,670.61993,290.71774,1.0
5874,510.04282,203.98119,0.841943,526.91797,209.93027,0.93665814,554.24994,222.14154,0.82077307,593.27875,244.23586,0.8826407,669.04364,290.71774,1.0
5875,510.04282,200.62277,0.8765546,526.32245,208.7275,0.9209725,553.68243,220.65555,0.79878867,592.8655,244.20944,0.89393395,668.3772,290.71774,1.0
5876,510.04282,197.5605,0.8562887,525.9214,207.10826,0.8866496,552.09595,219.75865,0.83418137,590.0765,243.5076,0.93398947,668.1842,290.27454,1.0
5877,510.04282,192.32867,0.8879434,524.0775,203.42017,0.8888009,548.57623,218.09996,0.8340693,586.7382,242.2015,1.0,665.1782,287.98743,0.9196304
5878,508.99982,187.73534,1.0,521.9694,199.3414,0.85883486,545.59125,215.60133,0.8912038,582.56067,240.29391,0.91882473,660.77954,286.22937,0.90087116
5879,507.70874,181.27539,1.0,518.02765,194.66331,0.87894845,541.0083,212.05627,0.91332763,579.4167,238.24995,0.9682402,658.74384,280.84293,0.89796245
5880,505.92963,178.32784,0.9814235,516.9878,190.57475,0.90572286,539.2947,208.03499,0.84435797,577.04974,232.96472,0.8601438,654.09155,278.53302,0.95214075
5881,497.8438,174.96574,0.90633076,512.19415,185.32024,0.82470804,536.05963,201.72726,0.82338536,575.19666,227.16017,0.854184,651.0736,275.19644,0.9975909
5882,491.90448,172.79811,0.90591997,507.57556,182.68071,0.8511949,531.04535,198.41183,0.8154378,570.2081,224.56845,0.856552,648.11066,271.7558,0.9247901
5883,484.78763,168.62979,0.8700114,499.5468,179.61946,0.87856287,524.9199,194.81284,0.8583181,562.0941,223.14088,0.89762753,631.4546,271.7558,0.85567045
5884,476.54062,168.3819,0.80068314,492.65692,175.2759,0.91528577,518.12335,189.71606,0.85334694,554.48175,217.99883,1.0,614.417,269.0674,0.87129414
5885,468.61218,165.4252,0.81215805,483.2335,170.17955,0.9133695,509.69095,181.75163,0.93675125,547.5818,212.29993,0.9635001,606.98456,262.69937,0.9960214
5886,459.29474,164.16557,0.8484367,475.92697,168.27515,0.9002402,502.64667,179.67223,0.9154948,541.91534,205.52322,0.8588207,606.9625,257.44617,0.9519318
5887,451.8833,159.25473,0.86281204,468.65875,165.30516,0.92147684,495.13583,176.42513,0.7973775,538.02496,198.68938,0.9811771,606.9625,240.72113,0.9267991
5888,443.9995,157.14348,0.8200117,463.13016,162.73093,0.9506686,490.00446,174.35258,0.86523503,533.1153,193.09586,0.8604059,604.77686,225.15617,0.9641279
5889,436.7676,155.45117,0.8489558,456.0422,160.55627,0.8557336,482.0209,171.11685,0.87109417,526.12146,186.72293,0.7439013,604.77686,215.32236,0.8703665
5890,434.01263,152.98495,0.8956944,451.40637,157.9832,0.8885467,479.96744,167.36494,0.9116923,521.8266,182.61917,0.927975,604.77686,215.32236,1.0
5891,431.20615,150.74556,0.8598016,447.55853,156.91617,0.8824896,475.55826,165.72696,0.8900586,521.11005,182.61917,0.894929,600.5063,215.32236,0.9420108
5892,431.20615,149.20068,0.82136446,446.05685,155.97507,0.90976304,475.4444,165.72696,0.90720975,519.0389,182.61917,0.91669637,591.8774,218.73074,0.91899925
5893,431.20615,149.07425,0.7670422,446.05685,154.95152,0.8955666,474.2996,165.72696,0.8984706,516.7793,185.38779,0.89141685,590.69763,226.6285,1.0
5894,431.39377,147.78444,0.66167796,446.05685,152.6718,0.7915573,473.63245,166.0686,0.89445305,516.27484,188.04695,0.96011937,590.6311,235.54358,0.9485471
5895,431.75833,147.40794,0.51909006,446.48328,152.6718,0.70305336,473.63245,166.16626,0.8650007,516.27484,188.1152,1.0,590.6311,235.54358,0.93708056
5896,432.16812,146.85744,0.5409438,446.99844,152.6718,0.7039937,473.63245,166.1862,0.8678734,516.27484,188.30287,1.0,590.69763,235.54358,0.9329059
5897,436.68896,146.7546,0.70121217,448.58664,153.02417,0.7996386,474.38525,166.4728,0.88441896,516.4428,188.40233,0.9841164,591.01245,234.15012,0.9322339
5898,442.30402,146.7546,0.6813296,453.30063,155.38765,0.7949207,475.29947,167.9995,0.9343037,517.13873,188.40233,0.95890427,594.79376,233.96942,0.9219672
5899,446.89813,146.7546,0.7994514,456.43927,158.33824,0.84436667,477.95148,168.89505,0.9730749,517.4394,188.48158,0.9774812,596.3023,233.39743,0.92346686
5900,449.50278,146.69852,0.7202851,458.96698,159.14107,0.8462215,480.45132,170.5422,0.99696857,518.247,188.48158,0.9427927,597.62445,231.5382,0.9147766
5901,456.46252,146.69852,0.728032,462.1553,159.14107,0.862612,482.97696,171.40862,0.88386744,519.2088,188.48158,0.908666,599.1903,231.18729,0.888641
5902,459.845,146.21713,0.73666304,464.30594,159.14107,0.8238374,483.89597,171.40862,0.84761345,521.1259,189.0026,0.93295383,600.2083,228.42894,0.96138614
5903,460.98782,144.36887,0.72949374,466.5763,158.37703,0.7853747,484.33673,171.40862,0.87946117,521.3317,189.01036,0.9233114,603.104,228.42894,1.0
5904,465.023,139.5932,0.7286254,467.8566,156.93611,0.7222816,484.5352,170.78404,0.9032821,521.58496,189.01036,0.8951738,603.104,228.42894,1.0
5905,466.228,138.35426,0.68566716,468.61063,156.13892,0.72468853,484.69788,170.78404,0.908718,521.6139,189.7314,0.8952929,603.7955,228.12897,1.0
5906,466.40698,138.35426,0.68313956,468.73898,156.13892,0.74730957,484.89038,170.78404,0.91000146,521.6139,189.83078,0.9034323,603.72687,228.12897,1.0
5907,466.40698,138.35426,0.7025643,468.87302,156.13892,0.73964393,484.9393,170.94304,0.9199416,521.6261,189.83078,0.8896839,603.104,228.12897,1.0
5908,466.40698,138.61073,0.7555648,468.93097,156.84108,0.7165044,484.9393,171.25813,0.924214,521.78644,189.91234,0.87222666,603.72687,226.95348,1.0
5909,466.22662,139.8102,0.74938595,468.87302,157.47993,0.7438252,484.9393,171.63359,0.90916747,521.8682,190.0164,0.8974052,604.2323,224.40881,0.9487806
5910,465.00815,141.28154,0.77154845,468.87302,157.55193,0.7462262,484.96817,172.86304,0.8733735,522.00696,189.98363,0.8507031,605.2023,224.40881,0.96215796
5911,462.1818,141.3337,0.7122584,468.6049,157.72475,0.790338,485.18173,172.86304,0.8556769,522.06836,189.98363,0.88238984,605.58813,224.40881,0.9830161
5912,457.393,143.36925,0.6079527,467.72278,158.53508,0.80247694,486.15628,172.86304,0.8480868,522.24884,189.98363,0.8767063,605.62335,225.28659,1.0
5913,449.43005,144.69374,0.66513854,464.0071,158.82217,0.7739525,486.80048,172.88174,0.878538,522.8147,189.62825,0.9176198,605.58813,225.28659,1.0
5914,444.50845,150.00964,0.8004012,462.7465,159.78061,0.8384008,486.98224,172.88174,0.9187877,522.8147,188.46246,0.9543651,605.61237,225.28659,1.0
5915,441.87555,157.95764,0.84084606,462.35547,163.25946,0.94479877,487.02008,172.88174,0.92401266,522.8147,187.85214,0.9794793,605.58813,221.83224,0.9535081
5916,439.76285,164.30963,0.8905014,461.8018,167.18681,0.9047311,487.3156,173.8978,0.92105114,522.7748,187.65846,0.9825072,605.5459,221.05249,0.9575514
5917,439.7076,169.51878,0.86921823,460.67188,170.41228,0.9013057,487.3156,174.14815,0.91394544,522.7748,186.75293,0.99962753,605.5459,220.9988,0.9495214
5918,438.10443,173.25012,0.86826545,460.20993,172.93503,0.96161914,487.02008,174.8909,0.9234417,522.7748,186.08362,0.9960459,605.61237,216.65933,0.97995406
5919,436.21164,177.94717,0.9748613,458.50552,174.8895,0.9415735,486.377,175.35966,0.9048747,523.204,185.22742,0.9831266,606.431,211.49492,0.99270034
5920,436.21164,181.76964,0.9366733,458.50552,178.71725,0.9737902,486.377,176.64648,0.85435545,523.8024,184.7311,0.977275,608.8231,209.76569,0.9707928
5921,436.21164,183.8592,0.91203517,458.50552,181.3303,0.99476564,486.377,177.57245,0.87608045,523.8822,184.33131,0.95252806,609.88513,205.21297,0.96561474
5922,437.47763,187.90282,0.97992575,460.02795,182.62328,0.9695014,487.45276,177.7337,0.87532014,524.5009,183.80254,0.95982075,609.88513,203.40648,0.97557515
5923,441.35587,196.74455,1.0,463.26724,186.31514,1.0,489.44336,177.7337,0.92485476,524.75696,183.1284,0.983834,611.65607,202.8302,0.9760876
5924,444.4821,202.07272,0.95437247,467.35513,188.478,0.9847735,492.1308,177.79591,0.9318961,526.4067,180.57686,1.0,611.7294,198.96037,0.9068152
5925,453.37787,208.26239,0.8943807,470.97226,191.17691,0.9375502,493.72116,178.05064,0.9250144,526.9203,179.12326,0.9347739,616.1438,192.51353,0.927191
5926,456.98615,214.91101,0.8855248,472.8917,195.66714,0.91117364,493.72116,178.05064,0.8982218,526.9203,177.07819,0.95868754,616.1438,190.80215,0.94582623
5927,465.07007,221.08636,0.8972034,476.19867,198.26851,0.8626465,493.72116,178.93895,0.96865773,526.9203,176.65146,1.0,616.1438,186.37315,0.95395523
5928,470.53265,229.76709,0.9458231,476.73062,205.30959,0.8419055,492.55283,182.00487,0.96801543,525.0614,175.02295,0.95537007,611.60236,181.74055,0.98738664
5929,472.1409,237.12506,0.861974,477.84717,212.65567,0.82603604,491.27548,186.31052,0.8171215,522.00146,174.34404,0.88902116,608.4569,173.23843,0.90547675
5930,472.1409,244.88914,0.84772843,477.84717,219.40599,0.84631556,488.90784,192.83563,0.7582354,516.4705,174.34404,0.8294219,597.8263,165.80447,0.88266206
5931,472.1409,251.95372,0.80077046,477.84717,227.28607,0.7961128,485.19592,199.94565,0.79522,511.0828,174.34404,0.69293326,596.9508,161.92082,0.78387594
5932,472.11667,260.1425,0.8724072,476.94733,235.47464,0.8757434,481.5725,206.70184,0.8089657,503.92358,178.15097,0.692152,589.5862,161.67245,0.88499844
5933,471.55887,267.60358,0.8758414,475.15836,242.69086,0.7610356,478.2939,215.31975,0.8076508,497.54926,184.9439,0.664599,579.0604,161.67245,0.6978351
5934,466.5268,276.13907,0.8732217,473.60553,249.90167,0.8545062,476.90546,220.64586,0.7595337,496.7435,190.09477,0.7416307,566.75507,161.92082,0.52201277
5935,466.5268,281.43497,0.8037467,472.8737,257.14407,0.88690567,476.90546,228.92436,0.83667517,495.9013,198.45149,0.8165606,566.75507,162.60593,0.6079496
5936,466.5268,287.86514,0.8435501,472.8737,262.1703,0.8504427,476.90546,234.9058,0.78247654,495.22385,205.08838,0.8030811,566.75507,165.8074,0.91329545
5937,466.81845,293.90692,0.8812748,472.8737,268.31113,0.86001694,478.17218,242.6953,0.8560979,495.22385,211.38252,0.78776944,566.75507,174.60081,0.8592218
5938,472.75742,302.08997,0.8429426,474.68698,278.9439,0.8051303,478.17218,247.34897,0.7971656,494.87866,215.72546,0.7989429,566.75507,174.60081,0.9751707
5939,475.22983,311.38712,0.85310614,475.32944,284.97488,0.7590695,478.17218,256.0665,0.75466627,489.55,219.69853,0.6983034,557.3449,174.60081,0.92092854
5940,475.30594,321.3107,0.83033216,475.32944,297.40903,0.8130358,477.69638,263.75815,0.69623065,486.19394,230.4272,0.8230888,548.939,173.93797,0.833306
5941,475.30594,328.43484,0.83752066,475.63995,310.15695,0.7756833,477.69638,273.18338,0.7244869,486.19394,235.76152,0.85613126,532.7903,173.93797,0.86978173
5942,475.30594,336.4073,0.85533553,475.32944,314.7845,0.8766998,476.97946,280.32565,0.7266685,486.19394,245.77124,0.84618455,532.7903,173.93797,0.9307169
5943,471.65952,345.66998,0.85622954,475.17783,322.6962,0.7581376,476.7009,291.981,0.83031523,487.88467,256.1192,0.7960262,532.7903,182.68127,0.9177016
5944,469.0041,357.8835,0.93357724,474.1837,333.0207,0.8033899,476.29086,304.7337,0.7645095,487.88467,265.22455,0.71626514,532.7265,195.19334,0.97994167
5945,467.5266,366.43518,0.92220837,471.7904,343.66672,0.79359156,475.4312,313.1254,0.73699933,487.88467,278.82986,0.7943209,532.7265,204.03996,0.95517796
5946,465.47058,376.93466,0.8380033,470.34268,354.06567,0.75962734,473.44547,323.69635,0.8512976,486.8422,287.82413,0.72608346,532.7265,212.95403,0.99047667
5947,463.96793,382.3846,0.90977895,467.13586,359.38974,0.73728913,471.65295,330.05582,0.7890789,483.794,299.02518,0.75753593,529.9505,228.56271,1.0
5948,463.81497,392.13272,0.83028716,466.24826,370.73532,0.78736025,468.7703,340.66867,0.7960255,483.6605,306.2299,0.8641096,526.3884,228.64287,0.9980591
5949,462.54913,402.48203,0.7924157,464.00436,377.5118,0.8524867,467.34406,350.47977,0.7732393,483.14328,314.53503,0.77939415,525.07025,239.89235,0.95063525
5950,457.50787,413.19308,0.7314855,462.64743,389.35733,0.83446455,467.04385,360.49664,0.73662865,482.89856,325.60538,0.81397486,524.2022,248.07024,0.94131064
5951,450.94492,428.08313,0.8107311,458.3142,404.40286,0.7389755,463.01562,374.64398,0.769655,476.79947,337.9843,0.7936569,522.5389,260.519,1.0
5952,447.29962,442.04462,0.79268175,455.82114,417.2803,0.71457964,458.11963,385.9796,0.87779903,473.0067,350.49945,0.76639295,513.9099,274.56467,0.97909355
5953,445.51886,454.0435,0.825519,452.98694,430.46426,0.6935521,456.8055,397.519,0.7088515,468.79303,361.83966,0.8266854,493.8093,281.1675,0.96208894
5954,437.55603,457.20236,0.82238233,451.29617,436.05286,0.74959815,455.50162,407.15033,0.7404062,468.79303,371.62384,0.74026954,493.8093,286.1021,0.9434273
5955,428.15668,457.98578,0.677121,445.66586,438.7871,0.6484613,455.50162,411.04764,0.79492515,468.79303,379.4314,0.7126361,493.8093,298.3958,0.9005009
5956,428.10254,459.91873,0.5812866,445.66586,441.3691,0.7512942,456.8055,416.83316,0.7795506,473.47787,383.859,0.76696676,501.998,301.8968,0.95767343
5957,427.7699,460.25806,0.5879723,445.66586,442.3881,0.7293199,457.62036,417.31735,0.8097016,473.9644,385.77814,0.7439211,501.998,303.18628,0.9631133
5958,427.7699,462.35104,0.5576275,446.087,443.3479,0.7038179,457.85587,419.41544,0.7967595,474.0173,386.37106,0.7339529,501.998,305.0545,0.9219411
5959,428.15668,465.1886,0.5590943,446.087,444.10358,0.6670512,458.13873,421.16522,0.84373325,474.04495,388.43878,0.7712104,501.12473,305.55612,0.94622546
5960,431.2787,465.1886,0.69609994,446.85797,444.10358,0.70038295,458.13873,421.16522,0.83814275,474.04495,390.31052,0.78183705,501.00946,307.46262,1.0
5961,431.2787,465.1886,0.65278214,446.85797,444.10358,0.7087096,458.13873,421.16522,0.84992397,474.0173,390.51526,0.78331405,500.7516,308.21744,1.0
5962,431.2787,457.2594,0.5998561,445.64987,439.8192,0.69330823,457.48334,420.55978,0.91714597,474.53894,390.98923,0.8016472,498.29556,309.86115,0.9996062
5963,427.1883,451.25662,0.6381362,443.63184,437.0603,0.684365,457.48334,420.55978,0.9380317,474.53894,394.43137,0.80680984,491.18088,313.75507,0.8935144
5964,426.0201,448.13083,0.63788104,440.64136,437.0603,0.6771889,457.48334,420.55978,0.9126371,475.14233,402.043,0.7749684,491.18088,317.7684,0.904653
5965,420.95993,446.02133,0.73706055,439.82706,437.0426,0.794952,456.66464,423.52408,0.9486615,481.84872,406.37964,0.9273603,491.18088,328.6757,0.79943275
5966,419.89505,445.88754,0.73126644,439.49594,436.50085,0.88211024,456.66464,425.98962,0.8734162,481.84872,410.75653,0.95626134,511.52966,337.55704,0.84459186
5967,419.72952,445.79202,0.63564754,437.65,436.50085,0.88964766,456.66464,427.14105,0.8274059,481.84872,415.30002,0.92424166,518.1488,340.78537,0.95864654
5968,416.80722,443.23618,0.56778896,432.94083,435.30197,0.80364794,453.05707,428.61176,0.88999,479.53595,418.17386,0.8693901,518.1488,346.29785,0.8551095
5969,415.4409,443.23618,0.66691226,429.93304,435.30197,0.80889344,449.5499,429.54147,0.89406335,474.22885,420.0166,0.9228459,518.1488,350.41946,0.9104521
5970,415.4409,442.91504,0.59841347,427.38715,434.62222,0.9152432,444.49692,432.33322,0.77173525,471.1504,422.29013,0.8897933,518.1488,355.34766,0.9550172
5971,415.4409,443.23618,0.5340661,427.38715,434.62222,0.81211007,443.70642,433.2937,0.7858643,469.18704,425.72992,0.85331756,518.1488,362.12036,0.92911124
5972,415.71097,444.34497,0.4732934,427.38715,435.348,0.6570284,443.63364,434.93124,0.82633364,466.46896,428.8945,0.7231734,522.7865,369.67654,0.95517087
5973,416.89774,444.34497,0.36244148,429.80948,435.53217,0.58314836,443.3248,435.7629,0.82164687,466.44736,430.85193,0.6649993,523.755,374.14188,0.98229235
5974,416.89774,444.40784,0.38806045,430.1395,435.6991,0.6351747,443.0613,436.11685,0.8109956,466.14313,431.57895,0.6351686,526.14496,377.20663,0.9542802
5975,418.2695,450.30502,0.3835993,430.1395,436.61258,0.63615686,443.0613,436.85678,0.7965887,466.02115,431.57895,0.62687963,526.14496,377.20663,0.94550437
5976,418.2695,450.3251,0.40263227,430.1395,437.50162,0.67886406,442.83606,437.1033,0.780706,465.53076,431.57895,0.63136756,526.14496,377.20663,0.94842416
5977,418.2695,452.0563,0.4138231,429.66537,438.6872,0.6804101,442.15488,437.44193,0.7489764,465.3404,431.27954,0.6398481,525.2492,376.58347,0.934952
5978,418.5564,452.6192,0.39005828,429.465,438.6872,0.6595917,442.15488,437.75107,0.7323432,464.67233,431.25598,0.6086944,524.22,373.78915,0.98780125
5979,418.5564,452.6192,0.38433278,429.465,438.6872,0.65304244,442.15488,437.75107,0.72972816,464.67233,431.2474,0.5433217,523.45685,373.0286,0.980899
5980,418.7972,452.6192,0.3757723,429.66537,438.67996,0.63611084,442.5332,437.75107,0.7426155,464.67233,431.23392,0.51349294,523.45685,373.0286,0.9805446
5981,418.7972,448.9189,0.389,429.81885,437.87192,0.63042414,443.05975,437.47476,0.77583843,465.07898,428.3954,0.6214957,523.45685,373.78915,0.9190763
5982,417.60202,432.77582,0.4320127,430.12354,435.83557,0.685624,443.31354,436.49652,0.78439856,468.05853,427.78702,0.7462345,533.20526,376.74152,0.9649615
5983,417.60202,432.18738,0.515952,431.1735,433.4944,0.74222267,447.97357,432.75504,0.7916691,473.28683,424.82977,0.8282465,544.417,381.81528,0.9596587
5984,418.11716,428.04874,0.72756433,436.8344,432.11438,0.76601356,453.32236,429.1746,0.8621974,480.8048,422.81915,0.84033054,556.16547,383.9739,1.0
5985,417.60202,421.2492,0.73075575,436.8344,426.39252,0.7836552,457.52533,428.45673,0.805277,486.05252,422.34192,0.9902983,561.67163,383.9739,0.990287
5986,418.11484,411.21234,0.73245066,438.8252,422.27698,0.76345634,458.1376,427.05225,0.7975883,488.38446,422.24472,1.0,566.75635,383.9739,0.89428234
5987,418.11716,404.90164,0.8053475,438.8252,417.867,0.7256881,458.1376,425.41135,0.8080531,488.5063,422.24472,0.9990282,568.7748,382.71298,0.88930804
5988,418.18167,402.2819,0.746193,438.8252,414.39935,0.72789764,458.1376,425.09366,0.74976236,488.807,422.24472,0.99789053,568.8592,382.53445,0.897348
5989,419.07272,402.2819,0.81272185,438.8252,414.39935,0.7035844,458.1376,425.0118,0.78762484,489.5337,422.24472,0.98180306,569.5465,382.0517,0.9106216
5990,419.96524,402.2819,0.8030394,439.98178,414.39935,0.74820596,459.35202,424.3178,0.8592082,490.26276,422.1898,0.99866736,569.88477,381.9123,0.92189837
5991,424.24478,403.75626,0.7109282,445.2468,412.72318,0.87797403,462.94656,423.94864,0.83059424,492.83966,422.1898,0.9559493,571.0706,380.8164,0.8886309
5992,429.47736,403.75626,0.71033466,449.30048,412.72318,0.84894973,470.58383,422.41608,0.94392693,498.81305,422.1898,0.89126664,574.3357,379.1805,0.8839605
5993,432.73553,403.75626,0.79309094,450.21582,412.72318,0.9814868,473.05045,422.41608,0.99826825,503.44373,422.1898,0.9710352,578.7968,377.0458,0.9410397
5994,438.36197,403.5193,0.79063296,455.46155,411.30463,0.94473124,475.97253,422.41608,0.9919504,507.93207,423.30743,1.0,580.2244,374.80334,0.9626879
5995,446.453,397.46323,0.862028,459.0476,411.02,0.8637694,478.30847,422.71902,0.9180503,510.1541,425.5799,0.89129984,580.3803,373.62607,0.98290646
5996,452.6385,395.14374,0.6751117,462.60376,410.32413,0.71271664,478.89706,422.71902,0.85645545,511.06482,427.30295,0.86452,580.3803,373.18494,1.0
5997,455.88156,389.75354,0.8639354,464.2529,406.03268,0.72470665,479.05777,422.71902,0.9064707,511.20975,428.39816,0.85890156,580.3803,373.01764,1.0
5998,456.06808,386.84756,0.85525167,465.77972,403.12393,0.7205065,480.1233,421.0499,0.9013314,511.53363,429.1185,0.83357984,580.3803,373.01764,1.0
5999,456.11523,381.34238,0.87602574,467.09467,397.92606,0.82060266,481.43973,418.71622,0.9030612,511.96533,429.2298,0.851952,580.32623,373.0477,1.0
6000,458.42944,375.48752,0.94181216,468.32294,392.85956,0.8032014,482.08035,416.4822,0.88159853,511.96533,429.3111,0.82277966,580.2753,373.0477,1.0
6001,461.38025,370.58243,1.0,470.69147,387.56296,0.81361777,482.36612,413.2018,0.82564354,512.10516,430.0047,0.7668,580.2753,373.19046,1.0
6002,463.13077,369.7955,0.9539864,471.60098,387.56296,0.88436514,484.91925,413.2018,0.87564266,512.10516,430.27905,0.7214899,580.22327,373.31656,1.0
6003,464.94232,369.7955,0.9580333,473.684,387.56296,0.9126036,486.15262,413.2018,0.8893549,512.10516,430.32092,0.68918216,580.1575,373.41833,1.0
6004,464.94232,369.7955,1.0,474.311,387.5729,0.9276941,486.37933,413.21027,0.89927495,512.5675,431.4203,0.7050923,579.95355,373.4911,1.0
6005,464.94232,374.66058,0.98232734,474.311,390.87335,0.9446253,488.25934,415.08057,0.9407694,512.7982,432.9379,0.7416309,579.8093,373.73694,1.0
6006,464.8654,381.2181,0.881812,474.311,396.0508,0.9769057,488.70334,415.9096,0.93888086,514.627,433.93768,0.77848285,579.56775,373.89066,1.0
6007,461.4319,387.3706,0.9740845,473.8227,401.40015,0.8830836,489.68124,418.60223,0.9874431,515.51654,434.47372,0.79275066,579.48694,373.89584,1.0
6008,461.4319,396.94043,0.9609225,473.8227,408.24368,0.9248075,491.33,422.77005,0.9772499,517.006,435.0716,0.75983804,579.48694,373.90936,1.0
6009,461.4319,403.14838,0.8514038,473.8227,413.41534,0.9679592,493.1528,425.46582,0.99686056,520.05664,435.8926,0.7252808,579.4257,373.90936,1.0
6010,464.03308,403.14838,0.80368507,474.92587,413.41534,0.91043794,493.38773,426.01743,0.96007824,521.63293,436.99484,0.74733615,579.42346,374.13037,0.99972725
6011,464.03308,403.14838,0.83386755,474.92587,413.41534,0.90975076,493.38773,426.01743,0.9617128,521.63293,437.6605,0.7845303,579.1441,374.59018,0.993144
